Seed,Score,T2,T3,T4,T5,T6,O2,O3,O4,O5,O6,N123,N456,TAO2,TAO3,TAO4,TAO5,TAO6,TAOT,NT,TT
E9VG5VHE,75,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
E9EK5KOE,75,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Z5X6OPRE,75,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
VJR2FQRE,75,0,0,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
SN3F1XXE,75,1,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
AXF1JAZE,75,1,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
BZQATF9E,70,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
RQAIUVCE,70,1,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
YNKTT5DE,70,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
IS5BQMDE,70,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4LXVZ4EE,70,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
GUFIQNGE,70,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
FE6VNWGE,70,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
WBD9CJJE,70,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
62XPWWKE,70,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6FJKYZLE,70,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
PUM75BME,70,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
QELNVZQE,70,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
28OFAJSE,70,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
C6VARLTE,70,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
XBOYUBVE,70,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1EQ7ZCVE,70,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ML81BTVE,70,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
XHAPAIXE,70,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
KG3M43ZE,70,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7HGTKLZE,70,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AH9V7ZZE,70,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
FE2RO31F,70,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
